Season,Episode,Category,Value,Question,Answer
40,8588,B MINUS,$800,Sink the B off a group of ocean vessels & get this horse food,oats (from boats)
40,8588,BACK IN THE DAY,"DD: $2,200","This U.S. agency began in 1961; its director Sargent Shriver said it had 15,000 volunteers in 50+ countries in less than 6 years",the Peace Corps
40,8588,THE SPORTING NEWS,$1000,"Named for the color of their uniforms, theAll Blacksare New Zealand's national team in this, the national sport",rugby
40,8588,THE NEW YORK KNOCKS,$1000,"A Yelper on this landmark connecting Canal St. & Jersey City: a ""traffic jam tunnel. If you have a small bladder like me, good luck""",the Holland Tunnel
40,8588,NAME THAT PLAY,$1000,"""Begin thine incantations, and try if devils will obey thy hest, seeing thou hast pray'd and sacrific'd to them""",Doctor Faustus
40,8588,EUROPEAN VACATION,$1000,Go face to face with someArt Nouveau architecturein this world capital in Latvia,Riga
40,8588,B MINUS,$1000,"When a cetacean fatty layer sweats out its B, this unskilled seaman is all that's left",a lubber (from blubber)
40,8588,THE HAND THAT FEEDS YOU,$400,"Finely chop raw, lean meat; add salt, pepper & herbs, top with a raw egg yolk & you're on your way to a dish of beefthis",tartare
40,8588,MICKEY'S MANTEL,$400,"6 years after its U.S. release, this Disney film was the elephant in the room, winning Cannes' Grand Prix--Dessin Animé in 1947",Dumbo
40,8588,ALSO A STATE POSTAL ABBREVIATION,$400,Loyola Marymount University offered the USA's first of these degrees in yoga studies,an MA
40,8588,THE REAL (WHITE HOUSE) WIVES OF D.C.,$400,"In 2020 she topped John Waters & the Beastie Boys to win a Grammy for her spoken word album, an audio book of her memoir",Michelle Obama
40,8588,OPERA,$400,"In this Verdi opera, Manrico is a tenor & a troubadour, the meaning of the work's Italian title",Il trovatore
40,8588,"""HIGH"" NOTES",$400,"It has its risks at the circus; insert ""tension"" & it has even more",the high wire
40,8588,THE HAND THAT FEEDS YOU,$800,Saffron flavored rice & meats & shellfish are the main components ofthisdish prepared in the two-handled same-named pan,paella
40,8588,MICKEY'S MANTEL,$800,"Penned by Lin-Manuel Miranda, this song from ""Encanto"" won the Best Song Written for Visual Media Grammy in 2023","""We Don't Talk About Bruno"""
40,8588,ALSO A STATE POSTAL ABBREVIATION,$800,"Beginning May 7, 2025, it's gotta be real if you want to fly",(REAL) ID
40,8588,THE REAL (WHITE HOUSE) WIVES OF D.C.,$800,"At Wellesley's 1990 commencement,thisTexan said, ""Someone in the crowd could also become a presidential spouse and I wish him well""",Barbara Bush
40,8588,OPERA,$800,"""Cav & Pag"" is shorthand for the pairing of this one-act opera by Mascagni with ""Pagliacci""",Cavalleria rusticana
40,8588,"""HIGH"" NOTES",$800,One debunked story says Lamont Sleets invented this celebratory hand gesture,the high five
40,8588,THE HAND THAT FEEDS YOU,$1200,"Mix grated potatoes, eggs, matzo meal, onions & seasonings; form into a pancake, fry it up & enjoythisHanukkah favorite",a latke
40,8588,MICKEY'S MANTEL,$1200,"""The Wonderful World of Disney"" won a Peabody Award in 1999 for this musical that had Kathy Bates as evil Miss Hannigan",Annie
40,8588,ALSO A STATE POSTAL ABBREVIATION,$1200,Internet domain for the Holy See,va
40,8588,THE REAL (WHITE HOUSE) WIVES OF D.C.,$1200,"She met the future president in 1938 when they both tried out for a local play in Whittier, California",Pat Nixon
40,8588,OPERA,$1200,The plot of this comic opera by Mozart centers on 2 sisters & their soldier boyfriends; the 3-word title is fun to say,Così fan tutte
40,8588,"""HIGH"" NOTES",$1200,The late Dick Fosbury completely changed the way this activity is done,the high jump
40,8588,THE HAND THAT FEEDS YOU,$1600,Need to puree right in the pot? Turn your hand tothistype of blender,an immersion blender
40,8588,MICKEY'S MANTEL,$1600,"In 1998,shefelt the love becoming the first female winner of a Tony for directing ""The Lion King""",(Julie) Taymor
40,8588,ALSO A STATE POSTAL ABBREVIATION,$1600,"A boss in the military; I can't authorize that, corporal. You need to check with your...",CO
40,8588,THE REAL (WHITE HOUSE) WIVES OF D.C.,$1600,"Half-brothers of this southern-born first lady fought for the Confederacy, which could have led to really awkward Thanksgiving dinners",Mary Todd Lincoln
40,8588,OPERA,"DD: $3,000",The title character of this Bellini opera set in ancient Gaul is a Druid priestess,Norma
40,8588,"""HIGH"" NOTES",$1600,"A 3-word phrase for drug-free happiness, or a video game with an alien cartel threatening humanity",high on life
40,8588,THE HAND THAT FEEDS YOU,$2000,"A sauce of egg yolks, sherry, cream, butter & seasonings over lobster & buttered toast points is served asthis",Lobster Newberg
40,8588,MICKEY'S MANTEL,$2000,Angela Lansbury used her witching powers to thwart Nazis in this classic that won an Oscar for special effects in 1971,Bedknobs and Broomsticks
40,8588,ALSO A STATE POSTAL ABBREVIATION,$2000,"A coroner can be a layperson; this counterpart is an M.D., often board-certified in a specialty",M.E.
40,8588,THE REAL (WHITE HOUSE) WIVES OF D.C.,"DD: $3,000","A year before her death in 1962, she began chairing JFK's Commission on the Status of Women",Eleanor Roosevelt
40,8588,OPERA,$2000,"How meta is this Puccini opera? Its title character is an opera singer, it's set in Rome in 1800 & premiered in Rome in 1900",Tosca
40,8588,"""HIGH"" NOTES",$2000,"Fittingly, Swoosie Kurtz, Joel McCrea & Tuesday Weld are alumni of it",Hollywood High
40,8587,YOU BETTER BELIZE IT,$200,"1981's constitution set up a bicameral national assembly of these 2 familiar-sounding bodies, but members of each serve 5-year terms",the Senate & the House of Representatives
40,8587,THE ASIAN GAMES,$200,"The Asian Games were first held in 1951 in this ""New"" Indian city",New Delhi
40,8587,MAY DAY! MAY DAY!,$200,"May 1, 1941:Rosebud blooms as this Orson Welles classic premiered in New York",Citizen Kane
40,8587,FOWL PLAY,$200,2-word oval object term for a zero on the scoreboard,a goose egg
40,8587,SOUNDS LIKE BIG BUSINESS,$200,The innermost yellow rings on one in Olympic archery score 9 or 10 points,target
40,8587,SCRAMBLING TO FIND A JOB,$200,A water watchdog:FEUDAL RIG,a lifeguard
40,8587,YOU BETTER BELIZE IT,$400,"Discovered in 1937,Caracol, Spanish for ""snail"" was a city of this Mesoamerican people & flourished in the 600s",the Mayans
40,8587,THE ASIAN GAMES,$400,The 2018 games in Indonesia saw the debut of 3 on 3 half-court this in addition to full-court 5 on 5,basketball
40,8587,MAY DAY! MAY DAY!,$400,"May 1, 1961:This victorious Cuban declares his nation a socialist state",Fidel Castro
40,8587,FOWL PLAY,$400,Yoiks! & away! This Warner Bros. fowl got quite animated playing Robin Hood,Daffy Duck
40,8587,SOUNDS LIKE BIG BUSINESS,$400,The Lone Star State's sax & violins,Texas instruments
40,8587,SCRAMBLING TO FIND A JOB,$400,Aka a bibliothecary:BRAIN LAIR,a librarian
40,8587,YOU BETTER BELIZE IT,$600,Belizeans call this animal a red tiger; we call it a mountain lion & everyone can agree it's also a German sneaker company,puma
40,8587,THE ASIAN GAMES,$600,"Insepak takraw, or ""kick"" this, teams of three use feet, knees, chest & heads but no hands to hit the ball over the net",(kick) volleyball
40,8587,MAY DAY! MAY DAY!,"DD: $2,400","May 1, 2004:Latvia, Slovakia & 8 other states join this",the European Union
40,8587,FOWL PLAY,$600,"On the May 21, 2016 tally,thisrapper set a record by having 20 of Billboard's Hot 100 songs",Drake
40,8587,SOUNDS LIKE BIG BUSINESS,$600,Something belonging jointly to actors Bautista & Keaton,Dave & Buster's
40,8587,SCRAMBLING TO FIND A JOB,$600,A bid taker:ROUTINE ACE,an auctioneer
40,8587,YOU BETTER BELIZE IT,$800,"Belize's Great Blue Hole was featured in a 1970s episode of ""The Undersea World of""himwho called it one of Earth's best diving sites",Jacques Cousteau
40,8587,THE ASIAN GAMES,$800,"This country dominated table tennis at the 2018 games, winning every gold medal",China
40,8587,MAY DAY! MAY DAY!,$800,"May 1, 1218:Rudolf I, the first German king of this royal house, is born",Hapsburg
40,8587,FOWL PLAY,$800,The donkey did not always represent the Democratic Party; this fowl had a lot to crow about in the mid-1800s,rooster
40,8587,SOUNDS LIKE BIG BUSINESS,$800,"For foreign workers in the states, one might be H-1B or H-2A",visa
40,8587,SCRAMBLING TO FIND A JOB,$800,A capital expert:STOIC OMEN,an economist
40,8587,YOU BETTER BELIZE IT,$1000,"After a hurricane & a tidal wave hit Belize City in 1961, the capital was moved 50 miles inland to this city to avoid flooding",Belmopan
40,8587,THE ASIAN GAMES,$1000,2018 competition on these 1-person runabouts took place at Indonesia's Ancol Beach,Jet Skis
40,8587,MAY DAY! MAY DAY!,$1000,"May 1, 1851:London's Great Exhibition opens in this glittering glass & iron ""Palace""",the Crystal Palace
40,8587,FOWL PLAY,$1000,"Something easily done is said to be this ""shoot"", which does seem less than sporting",a turkey shoot (a duck shoot)
40,8587,SOUNDS LIKE BIG BUSINESS,$1000,One who is in charge of exam surveillance & make a wager,proctor & gamble
40,8587,SCRAMBLING TO FIND A JOB,$1000,A postnatal practitioner:INDICATE PAIR,pediatrician
40,8587,PHYSIOLOGY,$400,This word can refer to a network of nerves; you don't want to get punched in the solar one,plexus
40,8587,SUPER TROUPERS,$400,Shefounded Upright Citizens Brigade with three friends in the '90s,Amy Poehler
40,8587,MAILED IT!,$400,"In 1958, Harry Winstonmailedthis 45.52-carat item to the Smithsonian for $2.44 first class, plus $142.85 for $1 million in insurance",the Hope Diamond
40,8587,"WHAT COULD IT ""B""?",$400,This annual event falls on the feast day of St. Stephen,Boxing Day
40,8587,FUN & GAMES,$400,"Black & white pieces in this game are often called stones, which you want to get back home & then ""bear off"" to win the game",backgammon
40,8587,PHRASES & IDIOMS,$400,You don't have to be a Marvel hero to have this awareness of danger introduced in a 1962 comic book,Spider-sense
40,8587,PHYSIOLOGY,$800,"Red blood cells are formed in the red this, also called myeloid tissue",bone marrow
40,8587,SUPER TROUPERS,$800,"This Chicago comedy institution awards a fellowship named for Bob Curry, its first African-American mainstage performer",Second City
40,8587,MAILED IT!,$800,"Oops... on a stamp in 2010--& 3 billion stamps, eventually--the USPS used a replica in Vegas instead of this New York landmark",the Statue of Liberty
40,8587,"WHAT COULD IT ""B""?",$800,"The name of this street & area in Lower Manhattan comes from Dutch for ""farm""; the area was a 19th century skid row",the Bowery
40,8587,FUN & GAMES,$800,"A 2023 film pulled back the curtain on how this video game took over the world, one falling block at a time",Tetris
40,8587,PHRASES & IDIOMS,$800,18th century essayist Richard Steele coined this phrase for a payment made to get someone to keep quiet,hush money
40,8587,PHYSIOLOGY,"DD: $2,000","The superiorthisbrings blood from the head, neck, arms & chest to the heart, specifically to the right atrium",the vena cava
40,8587,SUPER TROUPERS,$1200,The Nudge Nudge guy & a guy selling stones for a biblical stoning are two ofthisMonty Pythoner's roles,Eric Idle
40,8587,MAILED IT!,"DD: $5,000","RFD, short for this, began in 1896; previously, about 65% of Americans lived in the ""R"" area & had to pick up mail at the P.O.",Rural Free Delivery
40,8587,"WHAT COULD IT ""B""?",$1200,"This70-room palazzo, built in the style of the Italian Renaissance, is in Newport, Rhode Island",the Breakers
40,8587,FUN & GAMES,$1200,"Ludo is another name for this board game, sometimes called India's national game",Parcheesi
40,8587,PHRASES & IDIOMS,$1200,"Jane Austen wrote in a letter, ""It was 12 before we reached home. We were all"" this hyphenated canine phrase",dog-tired
40,8587,PHYSIOLOGY,$1600,"When your body burns fat instead of glucose for energy, this metabolic state occurs",ketosis
40,8587,SUPER TROUPERS,$1600,Paul Reubens & Maya Rudolph honed their skills with this group named for those in the cheap non-seats during Elizabethan plays,The Groundlings
40,8587,MAILED IT!,$1600,The U.S. Postal Inspection Service warns of scams by fake sweepstakes purporting to be from this company founded in 1953,Publishers Clearing House
40,8587,"WHAT COULD IT ""B""?",$1600,Thesetrees of Africa & Madagascar are often called upside-down trees,baobab trees
40,8587,FUN & GAMES,$1600,Bamboos & winds are names for some of the tiles called pais in this game,mahjong
40,8587,PHRASES & IDIOMS,$1600,The practice of putting ailing seamen below decks is a possible origin of this phrase meaning not feeling too good,under the weather
40,8587,PHYSIOLOGY,$2000,The small intestine is lined with a mucous membrane &thesefinger-like projections,villi
40,8587,SUPER TROUPERS,$2000,"On ""Key & Peele"" Keegan-Michael Key did this job for Obama; Improv Olympic alumna Stephnie Weir did it for Hillary",anger translator
40,8587,MAILED IT!,$2000,Lawrence O'Brien was appointed to this government job by LBJ in 1965; in '75 Larry did a nifty crossover & got the NBA commissioner gig,Postmaster General
40,8587,"WHAT COULD IT ""B""?",$2000,"He's the 18th century author of the farce ""The Barber of Seville"" & the comedy ""The Marriage of Figaro""",Beaumarchais
40,8587,FUN & GAMES,$2000,"Cutthroat is one type of this card game that has a name derived from French for ""two-eyed""",pinochle
40,8587,PHRASES & IDIOMS,$2000,"A James Thurber character who's full of expressions not only uses ""the catbird seat"" but ""tearing up"" this garden area",the pea patch
40,8586,AMERICAN HISTORY,$200,"After fleeing Philly in 1776, Congress entrusted newspaper publisher Mary Katharine Goddard with printing this document",the Declaration of Independence
40,8586,BOOK TITLES IN OTHER WORDS,$200,"1957:""A Feline Sporting a Bowler""; it's cute either way",The Cat in the Hat
40,8586,RESTAURANT HIJINKS,$200,"""Have it your way""! In 2016 a Neb. man threatened to rob this fast food place, left, came back & the cops were waiting",Burger King
40,8586,IT BELONGS IN THIS MUSEUM,$200,"The painting ""Watson & the Shark"" swims around in this Washington, D.C. museum",the National Gallery of Art
40,8586,TALK LIKE A PIRATE,$200,"""And you can buy an eye what actually fits & is made of glass"" is spoken in this movie franchise",Pirates of the Caribbean
40,8586,ENEMIES--NOT A LOVE STORY,$200,"This 3-letter enemy completes the query ""Friend or...?""",a foe
40,8586,AMERICAN HISTORY,$400,"Many scientists came from the Nazi rocket program to get NASA off the ground, likeKurt Debus, the first director of this space center from 1962 to 1974",the Kennedy Space Center
40,8586,BOOK TITLES IN OTHER WORDS,$400,"1850:""Magician Whose 2019 Net Worth was Pegged at $875 Million""",David Copperfield
40,8586,RESTAURANT HIJINKS,$400,In 2017 a Florida man called this important number--twice!--to complain the clams he had at a seafood shack were too small,911
40,8586,IT BELONGS IN THIS MUSEUM,$400,"Prince Potemkin once owned the elaborate mechanicalPeacock Clock, now in this museum",the Hermitage
40,8586,TALK LIKE A PIRATE,$400,"In this film Cary Elwes as the dread pirate Roberts calls Chris Sarandon a ""warthog-faced buffoon""",The Princess Bride
40,8586,ENEMIES--NOT A LOVE STORY,$400,"I'm rhymin', I'm stylin' & I'm profilin' as I'm chillin' like a this in a phrase meaning I'm stress-free, baby",a villain
40,8586,AMERICAN HISTORY,$600,"In this presidential election year, U.S. women won the right to vote with the ratification of the 19th Amendment",1920
40,8586,BOOK TITLES IN OTHER WORDS,$600,"1967:""A Century of Chillin' Solo""",One Hundred Years of Solitude
40,8586,RESTAURANT HIJINKS,$600,"""Mine!"" In 2018 an Aussie restaurant owner gave customers water pistols to keep these marine birds away at meals",seagulls
40,8586,IT BELONGS IN THIS MUSEUM,"DD: $3,000","On Museumstraat, ""The Night Watch"" & ""The Milkmaid""",the Rijksmuseum
40,8586,TALK LIKE A PIRATE,$600,"""It is, it is a glorious thing to be a pirate king"", says a song from this Gilbert & Sullivan show",The Pirates of Penzance
40,8586,ENEMIES--NOT A LOVE STORY,$600,This 5-letter word for a competitor or enemy comes from a word meaning people from an opposite bank,rival
40,8586,AMERICAN HISTORY,$800,In 1565 Pedro Menéndez de Avilés founded what's now this Florida city,St. Augustine
40,8586,BOOK TITLES IN OTHER WORDS,$800,"1973:""A Wheaties Slogan""",Breakfast of Champions
40,8586,RESTAURANT HIJINKS,$800,"A 2018 headline read, ""I want my data back, data back, data back"": this restaurant chain ""hit by data breach""",Chili's
40,8586,IT BELONGS IN THIS MUSEUM,$800,"It is where Ferris Bueller's friend Cameron stood in front of ""A Sunday on La Grande Jatte""",the Art Institute of Chicago
40,8586,TALK LIKE A PIRATE,$800,"This Steven Spielberg title pirate is described by Smee as being ""so deep he's almost unfathomable""",Hook
40,8586,ENEMIES--NOT A LOVE STORY,$800,A group of secret sympathizers with an enemy who work to subvert a nation from within are this 2-word ordinal group,a fifth column
40,8586,AMERICAN HISTORY,$1000,"Native American leaders at the 1876 Battle of the Little Bighorn included Sitting Bull & this Oglala chief, killed the following year",Crazy Horse
40,8586,BOOK TITLES IN OTHER WORDS,$1000,"1992:""Actor Jeff or Beau Living in Huntsville, Alabama""",The Bridges of Madison County
40,8586,RESTAURANT HIJINKS,$1000,A pop-up restaurant paying tribute to this '90s sitcom had Bayside Burgers & Mac & Screech on the menu,Saved by the Bell
40,8586,IT BELONGS IN THIS MUSEUM,$1000,"""Christ's Entry into Brussels in 1889"" by James Ensor parades through this L.A. museum named for an oil magnate",the Getty
40,8586,TALK LIKE A PIRATE,$1000,"""It's the world against us & us against the world"", says Errol Flynn as this sanguine title pirate",Captain Blood
40,8586,ENEMIES--NOT A LOVE STORY,$1000,This word for one who deliberately destroys tools or machinery is borrowed from French--note the ending,a saboteur
40,8586,LATIN AMERICA,$400,"Aka the Columbus Archipelago, this island group known for its tortoises is 600 miles off the mainland in the eastern Pacific",the Galápagos
40,8586,21st CENTURY NEWS,$400,Thissupersonic aircraft's last commercial flight took place in October 2003,theConcorde
40,8586,SCIENCE,$400,Cirriform describes icy these which have a wispy appearance,clouds
40,8586,ACTIVISTS,$400,"In addition to her successful children's books about animals,thisauthor was a committed conservationist",(Beatrix) Potter
40,8586,1990s HITMAKERS,$400,"In 1992, I hope you'll understandhehauled his ""Achy Breaky Heart"" to No. 4 on the Top 40",Billy Ray Cyrus
40,8586,"WORD""LE""",$400,"In 2019 Volkswagen ended production of this iconic model, at least for now",the Beetle
40,8586,LATIN AMERICA,$800,"Largeralliesare held in this city's Plaza de la Revolución, which was once known as Plaza Cívica",Havana
40,8586,21st CENTURY NEWS,$800,"Promising to increase taxes & cut spending, in 2015 this Mediterranean nation received a 3rd international bailout, $95 billion",Greece
40,8586,SCIENCE,$800,It's the term for a device used to speed up particles so that they can be collided & studied; it's also another name for a car's gas pedal,the accelerator
40,8586,ACTIVISTS,$800,"""We hold these truths to be self-evident: that all men & women are created equal"", said this 3-named woman in 1848",Elizabeth Cady Stanton
40,8586,1990s HITMAKERS,$800,"Sadly, on January 8, 1994,thisgroup played its last ever U.S. show, in its hometown of Seattle",Nirvana
40,8586,"WORD""LE""",$800,"In other words, your collarbone",clavicle
40,8586,LATIN AMERICA,$1200,"Venezuela's second-most populous city, it's the center of the nation's oil industry & bears the name of the nearby lake",Maracaibo
40,8586,21st CENTURY NEWS,$1200,The COVID-19 virus was first detected in 2019 in this Chinese city located at the confluence of the Yangtze & Han rivers,Wuhan
40,8586,SCIENCE,$1200,"Much in the news, FRBs, fast these bursts, emanate from distant galaxies",radio
40,8586,ACTIVISTS,"DD: $3,000","Investigative journalist Ida Tarbell's ""History of"" this petroleum company helped end its monopolistic ways",Standard Oil
40,8586,1990s HITMAKERS,$1200,"Oasis sang, ""Because maybe, you're gonna be the one that saves me, & after all, you're my"" this",wonderwall
40,8586,"WORD""LE""",$1200,"In physics, it's a hypotheticaltunnelthat could connect different parts of the universe",a wormhole
40,8586,LATIN AMERICA,$1600,"This capital of Honduras on the Choluteca River has a population of 1.5 million & a name from Nahuatl said to mean ""silver hill""",Tegucigalpa
40,8586,21st CENTURY NEWS,$1600,"At 11:35 PM EDT May 1, 2011 President Obama announced the death of this man in Pakistan",bin Laden
40,8586,SCIENCE,$1600,It's the time it takes for 50% of a given amount of a radioactive substance to decay,a half-life
40,8586,ACTIVISTS,$1600,"This activist was ""Chom""ping at the bit to write 2003's ""Hegemony or Survival: America's Quest for Global Dominance""",Chomsky
40,8586,1990s HITMAKERS,$1600,"In 1994,thisR&B group's ""I'll Make Love To You"" remained at the top of the charts for 14 straight weeks",Boyz II Men
40,8586,"WORD""LE""",$1600,Texas' stateshrubis the crepe this,the myrtle
40,8586,LATIN AMERICA,$2000,A large region ofthislandlocked nation is named for U.S. President Hayes who ruled in its favor in an 1878 territory dispute,Paraguay
40,8586,21st CENTURY NEWS,$2000,"In 2022,hebecame the first Hindu prime minister of the United Kingdom",Sunak
40,8586,SCIENCE,$2000,"His uncertainty principle states that events on the atomic level can't be predicted exactly, only their probability",Heisenberg
40,8586,ACTIVISTS,$2000,"In addition to liquor,thishatchet-wielding woman born in 1846 also railed against tobacco & corsets",Carrie Nation
40,8586,1990s HITMAKERS,$2000,"The first 1990s hit forthisfemale vocal group was ""Wannabe"" in '97; their last was appropriately ""Goodbye"" in '98",the Spice Girls
40,8586,"WORD""LE""","DD: $3,000","Meaning honorable & worthy of respect or of being revered, it was an epithet applied to Saint Bede",venerable
40,8585,IN YOUR ELEMENT,$200,It's the elementHg& it's a god,mercury
40,8585,"BUILDING, AMERICA",$200,"Home to the Los Angeles Philharmonic, the striking concert hall seenhereis named for this man",Walt Disney
40,8585,AGATHA ALL ALONG,$200,"At one point in this Agatha Christie book, the Karnak is anchored at Abu Simbel",Death on the Nile
40,8585,SONG BIRDS,$200,"""Maybe you're just like my mother, she's never satisfied"" is from this song in ""Purple Rain""","""When Doves Cry"""
40,8585,CAT LOVERS,$200,"Some of this empress' favorite cats were said to be Russian Blues, naturally, & they had the run of the Winter Palace",Catherine the Great
40,8585,FIRE Z,$200,Chisel the Z from an abundant mineral & it becomes this liquid measure equal to one-fourth of a gallon,a quart (from quartz)
40,8585,IN YOUR ELEMENT,$400,"Traces of Pb, this element, are found in everyday substances like old house paint, where they can be dangerous",lead
40,8585,"BUILDING, AMERICA",$400,In September 1930 former governor Alfred E. Smith laid the cornerstone for this building that would top off at 103 stories,the Empire State Building
40,8585,AGATHA ALL ALONG,$400,"Agatha Christie brought this brilliant Belgian to life in ""The Mysterious Affair at Styles"", her debut novel",Hercule Poirot
40,8585,SONG BIRDS,$400,"John Mayer enduredthesecarrion eaters ""hiding right outside my door... They've never gone this long without a kill before""",vultures
40,8585,CAT LOVERS,$400,Inky cat footprints are found in the writings of this 19th century British founder of modern nursing who owned dozens,Nightingale
40,8585,FIRE Z,$400,Take Z beer away from a word for a heavy drinker & get this person at a sporting event voicing their displeasure,booer (from boozer)
40,8585,IN YOUR ELEMENT,$600,Most of what we call this elemental foil is actually made with aluminum,tin
40,8585,"BUILDING, AMERICA",$600,"His 1930s design of the Johnson Wax HQ building in Wisconsin included the great workroom with its ""lily pad"" columns",Frank Lloyd Wright
40,8585,AGATHA ALL ALONG,$600,"Though her first name is Jane, the Agatha Christie detective is usually just called this",Miss Marple
40,8585,SONG BIRDS,$600,"""I'll raise you like a"" this mythical bird, sang Fall Out Boy, who rhymed it with remix",a phoenix
40,8585,CAT LOVERS,$600,"Not satisfied with your basic kitty,Salvador Dalí owned Babou, one of these wild cats of Central & South America",an ocelot
40,8585,FIRE Z,$600,Pop the Z off a pimple & get this Stephen King title,It(from zit)
40,8585,IN YOUR ELEMENT,$800,"Consuming too much of this element, atomic number 11, can lead to high blood pressure",sodium
40,8585,"BUILDING, AMERICA",$800,"On a clear day you can see Illinois, Indiana & Michigan from the skydeck of this building on South Wacker Drive",the Willis Tower
40,8585,AGATHA ALL ALONG,$800,"A young woman named Victoria Jones gets embroiled in a mystery in Agatha's novel ""They Came to"" this Iraqi city",Baghdad
40,8585,SONG BIRDS,$800,In 2015 Lana Del Rey did croon this melancholy tune whose title refers to a farewell or final performance,"a ""Swan Song"""
40,8585,CAT LOVERS,$800,"This American author had a beloved pet named Catterina, who we hope was not the inspiration for his horror tale ""The Black Cat""",Poe
40,8585,FIRE Z,$800,Deny the Z of a ballroom dance & it becomes this first name of a 19th century U.S. poet,Walt (from waltz)
40,8585,IN YOUR ELEMENT,$1000,"Time to find out who's got the big mo, & this big Mo helps stimulate chemical reactions that get rid of sulfur in petroleum",molybdenum
40,8585,"BUILDING, AMERICA",$1000,"Originally theUnion Gospel Tabernacle, it was home to the Grand Ole Opry from 1943 to 1974",Ryman Auditorium
40,8585,AGATHA ALL ALONG,$1000,More than 460 actors & actresses have appeared in this play that originated as a request of the BBC for Queen Mary,The Mousetrap
40,8585,SONG BIRDS,"DD: $2,000",In the 1960s Fleetwood Mac had an international hit with their song about one of these seabirds; Coleridge put one in a poem,an albatross
40,8585,CAT LOVERS,$1000,"This gorilla famous for learning sign language once adopted a kitten that she cared for & named ""All Ball""",Koko
40,8585,FIRE Z,$1000,Take the Z off the case in a type of mystery novel with little violence & it becomes this word for shy,coy (from cozy)
40,8585,MONET MONET,$400,This art movement got its name from an 1872 Monetmasterpiecedetailing an early morning Le Havre landscape,Impressionism
40,8585,CURRENCY,$400,It's said this currency of India goes back to a silver coin introduced by Sher Shah in 1542,the rupee
40,8585,"FROM ""B"" TO ""F""",$400,"3... 2... 1!  Mission Control, we've achieved this success, also known as a rocket launch",blastoff
40,8585,CELEB LIT BEFORE & AFTER,$400,"""Last Week Tonight"" host who learns the inside scoop on pickpocketing from Fagin",John Oliver Twist
40,8585,THIRST,$400,"Gatorade bills itself as a thirst this, from the Old English for ""extinguish""",a quencher
40,8585,TRAP,$400,The unopened tomb of the 1st Qin emperor of this country is said to contain booby traps that trigger crossbows,China
40,8585,MONET MONET,$800,"Monet painted a series of these in different colors & though it would've been appropriate, without a sleeping Little Boy Blue",haystacks
40,8585,CURRENCY,$800,Add a letter to the Angola currency & it becomes this December Pan-African holiday,Kwanzaa
40,8585,"FROM ""B"" TO ""F""",$800,"It can describe an argument without flaws & beyond criticism, or a vehicle impervious to gunfire",bulletproof
40,8585,CELEB LIT BEFORE & AFTER,$800,"Ishmael & crew ready their harpoons in preparation to capture a ""Chitty Chitty Bang Bang"" star",Moby-Dick Van Dyke
40,8585,THIRST,$800,"A commercial featuring thirsty polar bears called ""Northern Lights"" was a big hit for this brand",Coca-Cola
40,8585,TRAP,$800,Bothlater became prime ministers; this one claimed Louis Botha took him prisoner in an ambush in November 1899,Churchill
40,8585,MONET MONET,$1200,It's lucky this Pierre gave us the 1875 portrait of Claude Monet seenhere,Renoir
40,8585,CURRENCY,$1200,"In a symbol for Japanese currency, parallel bars adorn this letter",a Y
40,8585,"FROM ""B"" TO ""F""",$1200,It can mean an argument or conflict; Steven Yeun & Ali Wong get into one in a Netflix series,a beef
40,8585,CELEB LIT BEFORE & AFTER,$1200,Paul Blart portrayer takes a ride on a really big piece of fruit,Kevin James and the Giant Peach
40,8585,THIRST,$1200,"In this book, the tiger Richard Parker was originally named Thirsty",Life of Pi
40,8585,TRAP,$1200,This Carthaginian Elephant Man trapped Roman legions at the Battle of Cannae,Hannibal
40,8585,MONET MONET,$1600,"Nice yard work, Claude! In Giverny, Monet created a pond of these flowering plants that inspired his last major set of paintings",water lilies
40,8585,CURRENCY,$1600,The front of a 2015 Argentine50 peso notefeatures a map oftheseislands,the Falklands
40,8585,"FROM ""B"" TO ""F""",$1600,"Hardwood trees can be described by this adjective, meaning they have photosynthesis structures that are not needlelike",broadleaf
40,8585,CELEB LIT BEFORE & AFTER,$1600,"Tiny Tim says, ""God bless us every one"" for an iconic comedian & Eunice in ""Mama's Family""",A Christmas Carol Burnett
40,8585,THIRST,"DD: $3,000","Excessive thirst may be a symptom of high blood sugar, also known by this 13-letter name",hyperglycemia
40,8585,TRAP,"DD: $5,000","In WWI the ""Lost Battalion"" lacked food & medical supplies while trapped behind enemy lines in this forest",the Argonne
40,8585,MONET MONET,$2000,"At the Met in New York, you can see Monet's this city on the Seine ""Cathedral: The Portal (Sunlight)""",Rouen
40,8585,CURRENCY,$2000,"Curacao uses the Netherlands Antillean this, the name of the old Dutch currency",a guilder
40,8585,"FROM ""B"" TO ""F""",$2000,Thislarge & powerful canine breed with an 11-letter name was once bred to protect game land from poachers,a bullmastiff
40,8585,CELEB LIT BEFORE & AFTER,$2000,"Rowling's whiz kid has trouble with a certain rock & a ""chilly"" WWE star",Harry Potter and the Sorcerer's Stone Cold Steve Austin
40,8585,THIRST,$2000,"In ""Childe Harold's Pilgrimage"" he wrote, ""Fame is the thirst of youth""",Lord Byron
